OBJECTID_1,FID_neighbourhoods_polygon,neighbourh,text,created,Description,longitude,latitude,hashtag,statusSour
228,5,Centrum-West,#Lifeliner1 A1 13991 13120 Rit 70551 70552 #AMSTERDAM Korte Prinsengracht 1013GS,2019-06-15,non-tourist,4.881334,52.366575,amsterdam,"<a href=""http://www.waarisdebrand.nl"" rel=""nofollow"">widb-twit</a>"
229,5,Centrum-West,#Lifeliner1 A1 13991 13812 13161 13105 Rit 70602 70603 70604 70605 #AMSTERDAM Van Ostadestraat 1073TS,2019-06-16,non-tourist,4.881334,52.366575,amsterdam,"<a href=""http://www.waarisdebrand.nl"" rel=""nofollow"">widb-twit</a>"
230,5,Centrum-West,#Lifeliner1 A1 13991 13179 13104 13813 Rit 70640 70641 70642 70643 #AMSTERDAM Damrak 1012LK,2019-06-16,non-tourist,4.881334,52.366575,amsterdam,"<a href=""http://www.waarisdebrand.nl"" rel=""nofollow"">widb-twit</a>"
231,5,Centrum-West,#Lifeliner1 A1 13901 Rit 70751 #AMSTERDAM Van Woustraat Ceintuurbaan,2019-06-16,non-tourist,4.881334,52.366575,amsterdam,"<a href=""http://www.waarisdebrand.nl"" rel=""nofollow"">widb-twit</a>"
232,5,Centrum-West,#Lifeliner1 A1 13991 Rit 70835 #AMSTERDAM Carolina MacGillavrylaan 1098XB,2019-06-16,non-tourist,4.881334,52.366575,amsterdam,"<a href=""http://www.waarisdebrand.nl"" rel=""nofollow"">widb-twit</a>"
233,5,Centrum-West,#Lifeliner1 A1 13991 Rit 70895 #AMSTERDAM Bilderdijkkade 1053VN,2019-06-16,non-tourist,4.881334,52.366575,amsterdam,"<a href=""http://www.waarisdebrand.nl"" rel=""nofollow"">widb-twit</a>"
234,5,Centrum-West,#Lifeliner1 A1 (Inzet Ambu: aed) 13991 Rit 71320 #AMSTERDAM Pieter Oosterhuisstraat 1087HT,2019-06-17,non-tourist,4.881334,52.366575,amsterdam,"<a href=""http://www.waarisdebrand.nl"" rel=""nofollow"">widb-twit</a>"
235,5,Centrum-West,#Lifeliner1 A1 13991 13813 13162 13118 Rit 71337 71338 71339 71340 #AMSTERDAM Papaverweg 1032KH,2019-06-17,non-tourist,4.881334,52.366575,amsterdam,"<a href=""http://www.waarisdebrand.nl"" rel=""nofollow"">widb-twit</a>"
236,5,Centrum-West,#Lifeliner1 A1 13991 13111 Rit 71577 71578 #AMSTERDAM EGoli 1103AC,2019-06-18,non-tourist,4.881334,52.366575,amsterdam,"<a href=""http://www.waarisdebrand.nl"" rel=""nofollow"">widb-twit</a>"
237,5,Centrum-West,#Lifeliner1 A1 13119 13814 13991 13164 Rit 71674 71675 71676 71677 #AMSTERDAM Noorderbreedte 1034PM,2019-06-18,non-tourist,4.881334,52.366575,amsterdam,"<a href=""http://www.waarisdebrand.nl"" rel=""nofollow"">widb-twit</a>"
238,5,Centrum-West,#Lifeliner1 A1 13991 Rit 71736 #AMSTERDAM Damstraat 1012JM Rene's Croissanterie,2019-06-18,non-tourist,4.881334,52.366575,amsterdam,"<a href=""http://www.waarisdebrand.nl"" rel=""nofollow"">widb-twit</a>"
239,5,Centrum-West,#Lifeliner1 A1 13991 13154 Rit 71854 71855 #AMSTERDAM Jan Evertsenstraat 1057BW,2019-06-19,non-tourist,4.881334,52.366575,amsterdam,"<a href=""http://www.waarisdebrand.nl"" rel=""nofollow"">widb-twit</a>"
240,5,Centrum-West,#Lifeliner1 A1 (Etage: 1) 13119 13991 13163 Rit 72568 72569 72570 #AMSTERDAM Admiraal De Ruijterweg 1056GN,2019-06-20,non-tourist,4.881334,52.366575,amsterdam,"<a href=""http://www.waarisdebrand.nl"" rel=""nofollow"">widb-twit</a>"
241,5,Centrum-West,#Lifeliner1 A1 13106 13991 13811 13179 Rit 72923 72924 72925 72926 #AMSTERDAM Kikkenstein 1104TA,2019-06-21,non-tourist,4.881334,52.366575,amsterdam,"<a href=""http://www.waarisdebrand.nl"" rel=""nofollow"">widb-twit</a>"
242,5,Centrum-West,#Lifeliner1 A1 (Inzet Ambu: aed) 13991 Rit 73549 #AMSTERDAM Kanaalstraat 1054XA,2019-06-23,non-tourist,4.881334,52.366575,amsterdam,"<a href=""http://www.waarisdebrand.nl"" rel=""nofollow"">widb-twit</a>"
243,5,Centrum-West,#Lifeliner3 A1 Albert Cuypstraat #AMSTERDAM Incident 34955 MKL #AMSTERDAM,2019-06-24,non-tourist,4.881334,52.366575,amsterdam,"<a href=""http://www.waarisdebrand.nl"" rel=""nofollow"">widb-twit</a>"
244,7,Centrum-Oost,Stapelen ook een idee in het kader van klein behuist. #artis #amsterdam #vandelindeijs #metro #nunaarhuis @ ARTIS https://t.co/WZciaL9Iqz,2019-06-23,tourist,4.91545023,52.36663302,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
246,7,Centrum-Oost,You know it's #summer when the people of #amsterdam take to the water  in their #boats. <U+2600><U+FE0F> #amstel #nofilter @ A'dam https://t.co/7OfcFDS09t,2019-06-23,tourist,4.9,52.36666667,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
247,7,Centrum-Oost,So. Many. Bikes. But here is a picture of a canal. #Amsterdam #Netherlands #Holland #AmsterdamCanals @ A'dam https://t.co/WIXkrWNYOg,2019-06-24,tourist,4.9,52.36666667,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
253,5,Centrum-West,"I feel like eating several times <U+0001F605>

dá vontade de comer várias vezes <U+0001F605>

#netherlands #amsterdam #riodejaneiro… https://t.co/yNUxU463QU",2019-06-16,tourist,4.89162,52.36791,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
255,7,Centrum-Oost,"In our diverse work environment, you’ll be inspired by colleagues &amp; empowered to exercise your imagination on real-… https://t.co/6VEskWTjti",2019-06-20,non-tourist,4.9035614,52.3679843,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
256,7,Centrum-Oost,"It’s been great to be back in #Amsterdam.
I’ve missed it. https://t.co/SnLj1qWD9G",2019-06-22,tourist,4.9035614,52.3679843,amsterdam,"<a href=""https://crowdfireapp.com"" rel=""nofollow"">Crowdfire App</a>"
257,7,Centrum-Oost,"Don't be shy. Score a job like ""Customer Service Manager - Netherlands"" at Thermo Fisher Scientific by asking for r… https://t.co/ZjodlkgQje",2019-06-23,non-tourist,4.9035614,52.3679843,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
258,7,Centrum-Oost,"Don't be shy. Score a job like ""Customer Service Specialist-Product Support"" at Thermo Fisher Scientific by asking… https://t.co/j4L3LR6PzT",2019-06-23,non-tourist,4.9035614,52.3679843,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
259,7,Centrum-Oost,"I should get some Dutch art in while I’m here.

#dutchart #amsterdam #whoknowswhatitis https://t.co/QtcgN4D6va",2019-06-23,tourist,4.9035614,52.3679843,amsterdam,"<a href=""https://crowdfireapp.com"" rel=""nofollow"">Crowdfire App</a>"
260,6,Oostelijk Havengebied - Indische Buurt,"<U+0001F534> #AMSTERDAM Opschaling <U+0001F692> P 1 BAD-01 Brand Woning (Middel Brand) (Keuken) , Veemarkt Amsterdam 13OVDN
 https://t.co/KBquLlBfcZ",2019-06-23,non-tourist,4.934945,52.36842,amsterdam,"<a href=""http://112alarm.net/"" rel=""nofollow"">112alarm Opschaling</a>"
261,5,Centrum-West,"Because of your smile, you make life more beautiful. 
-
I'm using this charcoal powder and I must say my teeth are… https://t.co/rGimAZQOXt",2019-06-19,tourist,4.88256,52.368776,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
262,7,Centrum-Oost,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Jodenbreestraat Amsterdam
 https://t.co/MBLhWli5KE",2019-06-24,non-tourist,4.90317,52.368785,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
264,7,Centrum-Oost,#ametogtuvada#students A#uva # #vu #amsterdam #amsterdamstudent #amsterdam #amsterdamopenair #amsterdamstreets… https://t.co/BUTwBFwSpu,2019-06-20,non-tourist,4.91555556,52.36888889,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
265,5,Centrum-West,#thunderdomewizardtattoo #thunderdomewizard #thunderdome #hollywoodmarkdidit #hollywoodmarktattooamsterdam… https://t.co/ooFzhkbLGE,2019-06-15,non-tourist,4.8801746,52.3692036,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
266,5,Centrum-West,#fullsleevetattoo #drawnontattoo #japanesestyletattoo #hollywoodmarkdidit #hollywoodmarktattooamsterdam #amsterdam… https://t.co/71p7ZbiXpf,2019-06-16,non-tourist,4.8801746,52.3692036,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
267,5,Centrum-West,#mothtattoo #hollywoodmarkdidit #hollywoodmarktattooamsterdam #amsterdam #amsterdamlife #amsterdamcity #hmta @ Holl… https://t.co/TUKIWOzDc2,2019-06-24,non-tourist,4.8801746,52.3692036,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
268,5,Centrum-West,#pocketwatchtattoo #hollywoodmarkdidit #hollywoodmarktattooamsterdam #amsterdam #amsterdamlife #amsterdamcity #hmta… https://t.co/RPSkJTWJV1,2019-06-24,non-tourist,4.8801746,52.3692036,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
269,5,Centrum-West,The dylan #mercedes #benz #e220 #thebestornothing #holland #uk #london #<U+0001F1EC><U+0001F1E7> #amsterdam #rotterdam #<U+0001F1F3><U+0001F1F1><U+2764><U+FE0F>  #transfer… https://t.co/1GWJC6HHXk,2019-06-17,non-tourist,4.88398,52.36928,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
271,5,Centrum-West,"For rent office building appr. 350 sq.mtrs. Rokin 117, Amsterdam. Comtact me for details. #Amsterdam… https://t.co/rTqi3wfCtd",2019-06-22,non-tourist,4.892333,52.369333,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
272,5,Centrum-West,Bring it on sunshine<U+2600><U+FE0F> Cut and color for cutie @Jacquelineros always by our team in Amsterdam! #robpeetoom… https://t.co/Bl8P9oWoVi,2019-06-21,non-tourist,4.8808484,52.3699265,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
273,5,Centrum-West,Bring on the sunshine <U+2600><U+FE0F> Always keeping beauty claartjerose 's summer blonde hair healthy where ever she goes!… https://t.co/atWQU5lStJ,2019-06-22,non-tourist,4.8808484,52.3699265,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
276,5,Centrum-West,"<U+0001F534> #AMSTERDAM Opschaling <U+0001F691> A1 (GRIP: 1) Amsterdam Elandsgracht 1016TT Meldkamer Ambulancedienst
 https://t.co/hxrTSfnJlo",2019-06-24,non-tourist,4.881515,52.37,amsterdam,"<a href=""http://112alarm.net/"" rel=""nofollow"">112alarm Opschaling</a>"
277,5,Centrum-West,"<U+0001F534> #AMSTERDAM Opschaling <U+0001F692> P 1 BAD-02 Ass. Politie (Grip: 1) GMK Amsterdam , Elandsgracht Amsterdam 13OVDN 13TCB 13V… https://t.co/bkT9OP9Hai",2019-06-24,non-tourist,4.881515,52.37,amsterdam,"<a href=""http://112alarm.net/"" rel=""nofollow"">112alarm Opschaling</a>"
278,5,Centrum-West,"<U+0001F534> #AMSTERDAM Opschaling <U+0001F692> P 1 BAD-02 Ass. Politie (Grip: 1) GMK Amsterdam , Elandsgracht Amsterdam 13OVDN 13TCB 13V… https://t.co/CdNrgFz6jS",2019-06-24,non-tourist,4.881515,52.37,amsterdam,"<a href=""http://112alarm.net/"" rel=""nofollow"">112alarm Opschaling</a>"
279,5,Centrum-West,"<U+0001F534> #AMSTERDAM Opschaling <U+0001F691> B2 (GRIP: 2) Amsterdam Elandsgracht 1016TT GMK Amsterdam
 https://t.co/7T1BxLq2Qk",2019-06-24,non-tourist,4.881515,52.37,amsterdam,"<a href=""http://112alarm.net/"" rel=""nofollow"">112alarm Opschaling</a>"
280,5,Centrum-West,"<U+0001F534> #AMSTERDAM Opschaling <U+0001F692> P 1 BAD-02 Ass. Politie (Grip: 2) GMK Amsterdam , Elandsgracht Amsterdam 13ACB
 https://t.co/YW8W3UMIvS",2019-06-24,non-tourist,4.881515,52.37,amsterdam,"<a href=""http://112alarm.net/"" rel=""nofollow"">112alarm Opschaling</a>"
281,5,Centrum-West,"<U+0001F534> #AMSTERDAM Opschaling <U+0001F692> P 1 BAD-02 Ass. Politie (Grip: 2) GMK Amsterdam , Elandsgracht Amsterdam 13ACB
 https://t.co/TjB5V5S5yN",2019-06-24,non-tourist,4.881515,52.37,amsterdam,"<a href=""http://112alarm.net/"" rel=""nofollow"">112alarm Opschaling</a>"
282,5,Centrum-West,"<U+0001F534> #AMSTERDAM Opschaling <U+0001F691> A2 (GRIP: 2) 13812 Rit 74114 Amsterdam Elandsgracht 1016TT GMK Amsterdam
 https://t.co/yqOe6g20VA",2019-06-24,non-tourist,4.881515,52.37,amsterdam,"<a href=""http://112alarm.net/"" rel=""nofollow"">112alarm Opschaling</a>"
283,5,Centrum-West,<U+0001F534> #AMSTERDAM Opschaling <U+0001F691> A1 (Ops GHOR: piket ghor) (GRIP: 2) 13341 Rit 74118 Amsterdam Elandsgracht 1016TT Meldkam… https://t.co/WCMFyOHrXy,2019-06-24,non-tourist,4.881515,52.37,amsterdam,"<a href=""http://112alarm.net/"" rel=""nofollow"">112alarm Opschaling</a>"
284,18,Geuzenveld - Slotermeer,Uitleg over de nieuwe spelregels #waterpolo #waterpololife #waterpoloclub #sport #amsterdam #waterpoloplayer… https://t.co/ow98g7EhS9,2019-06-17,non-tourist,4.81712,52.37002,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
285,16,De Baarsjes - Oud-West,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Bedrijf/Instelling Mercatorplein Amsterdam
 https://t.co/2nrPPBWUxO",2019-06-19,non-tourist,4.850707,52.370203,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
286,5,Centrum-West,"Click the link in our bio to see currently open #BusinessMgmt jobs like ""Associate Managing Consultant"" at Mastercard in #Amsterdam.",2019-06-16,non-tourist,4.8951679,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
287,5,Centrum-West,Can you recommend anyone for this job? Digital Marketing Specialist - https://t.co/JkuobcJ2y8 #Marketing #Amsterdam,2019-06-16,non-tourist,4.8951679,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
288,5,Centrum-West,Levi Strauss &amp; Co. is hiring in #Amsterdam! Click the link in our bio to apply: Store Manager #Retail,2019-06-17,non-tourist,4.8951679,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
289,5,Centrum-West,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Bedrijf/Instelling Bottelarijstraat Amsterdam
 https://t.co/rfSLtKPblr",2019-06-18,non-tourist,4.8951679,52.3702157,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
290,5,Centrum-West,"Click the link in our bio to see currently open #ProjectMgmt jobs like ""Project Manager"" at IQVIA in #Amsterdam.",2019-06-18,non-tourist,4.8951679,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
291,5,Centrum-West,"TJX Companies, Inc. is looking for teammates like you. See our latest #Retail job openings, including ""Floor Manage… https://t.co/Niclwb3QtP",2019-06-19,non-tourist,4.8951679,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
292,5,Centrum-West,"See our latest #Amsterdam, NH #Clerical job opportunity and click the link in our bio to apply: Clinical Project Administrator at Covance",2019-06-19,non-tourist,4.8951679,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
293,5,Centrum-West,Want to work at AtriCure? We're hiring in #Amsterdam! Click the link in our bio for details on this job and more: Senior Quality Manager,2019-06-19,non-tourist,4.8951679,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
294,5,Centrum-West,Want to work at Levi Strauss &amp; Co.? We're hiring in #Amsterdam! Click the link in our bio for details on this job a… https://t.co/pPdDuGHSK4,2019-06-19,non-tourist,4.8951679,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
295,5,Centrum-West,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 5 Demonstratie Station Asd Sloterdijk Amsterdam
 https://t.co/o5zv46lrsN",2019-06-19,non-tourist,4.8951679,52.3702157,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
296,5,Centrum-West,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Spoor Letsel Eerste Constantijn Huygensstra Amsterdam
 https://t.co/stH03um8xi",2019-06-20,non-tourist,4.8951679,52.3702157,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
297,5,Centrum-West,"<U+0001F534> #AMSTERDAM #TIS <U+0001F693> P 1 Ongeval Spoor Letsel Eerste Constantijn Huygensstra Amsterdam
 https://t.co/tijpTXqKyv",2019-06-20,non-tourist,4.8951679,52.3702157,amsterdam,"<a href=""http://112alarm.net/"" rel=""nofollow"">112alarm TIS</a>"
298,5,Centrum-West,"Iprospect is hiring in #Amsterdam, NH! Read about our latest #Marketing job opening via the link in our bio: Programmatic Consultant",2019-06-20,non-tourist,4.8951679,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
299,5,Centrum-West,Can you recommend anyone for this job? Data Analyst - https://t.co/7XF4Q6mRFp #GeneralScience #Amsterdam,2019-06-21,non-tourist,4.8951679,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
300,5,Centrum-West,Can you recommend anyone for this #Retail job in #Amsterdam? Click the link in our bio to see it and more. Assisten… https://t.co/57FJt98tDd,2019-06-21,non-tourist,4.8951679,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
301,5,Centrum-West,"Want to land a job like ""Director, Epidemiology"" at IQVIA? Applicant tracking systems look for specific keywords. U… https://t.co/0YAiMW0aYe",2019-06-21,non-tourist,4.8951679,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
302,5,Centrum-West,Want to work at Mastercard? We're hiring in #Amsterdam! Click the link in our bio for details on this job and more:… https://t.co/v1EuYUvEfn,2019-06-23,non-tourist,4.8951679,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
303,5,Centrum-West,Levi Strauss &amp; Co. is hiring in #Amsterdam! Click the link in our bio to apply: Sales Stylist/Verkooper #Retail,2019-06-23,non-tourist,4.8951679,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
304,5,Centrum-West,"If jobs with titles like ""Sales Operations Analyst"" sound appealing to you, follow us to hear about these types of… https://t.co/61BdaLeKsD",2019-06-23,non-tourist,4.8951679,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
305,5,Centrum-West,This #Marketing job might be a great fit for you. Click the link in our bio to see it and more. Senior SEA Consulta… https://t.co/6WEM4ipKs3,2019-06-23,non-tourist,4.8951679,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
306,5,Centrum-West,This #IT job might be a great fit for you. Click the link in our bio to see it and more. Site Sppt Associate 2 at IQVIA #Amsterdam,2019-06-23,non-tourist,4.8951679,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
307,5,Centrum-West,"Don't submit then quit. Apply for jobs like ""Senior Paid Media Consultant"" at Iprospect, then look for people you m… https://t.co/HvoagyIejO",2019-06-23,non-tourist,4.8951679,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
308,5,Centrum-West,This job is now open at Levi Strauss &amp; Co. in #Amsterdam. Follow us and turn on mobile alerts to hear about jobs li… https://t.co/YZGOXsRcRz,2019-06-23,non-tourist,4.8951679,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
309,5,Centrum-West,"Nervous to apply for a job like ""Senior Social Advertising Consultant"" at Dentsu Aegis Network? Apply even if you'r… https://t.co/nqIacCyWJs",2019-06-24,non-tourist,4.8951679,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
310,5,Centrum-West,"Want to work at Covance? We're hiring in #Amsterdam, NH! Click for details: https://t.co/iYGXwTT7LM #Healthcare",2019-06-24,non-tourist,4.8951679,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
311,5,Centrum-West,This job is now open at BMC Software in #Amsterdam. Follow us and turn on mobile alerts to hear about jobs like the… https://t.co/ZKL51PxIYS,2019-06-24,non-tourist,4.8951679,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
312,5,Centrum-West,"Join the Iprospect team! See our latest #IT job openings, including ""Front-end Developer"", via the link in our bio. #Amsterdam, NH",2019-06-24,non-tourist,4.8951679,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
313,5,Centrum-West,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 3 Verkeersstremming Torontobrug Amsterdam
 https://t.co/wHj2GB5wAD",2019-06-24,non-tourist,4.8951679,52.3702157,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
314,5,Centrum-West,"Don't submit then quit. Apply for jobs like ""Senior SEO Consultant"" at Iprospect, then look for people you might kn… https://t.co/gydzjUrgZI",2019-06-24,non-tourist,4.8951679,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
315,5,Centrum-West,"TJX Companies, Inc. is hiring in #Amsterdam, NH! Click the link in our bio to apply: Waarnemend filiaalmanager / As… https://t.co/9Lzm4j3dgl",2019-06-24,non-tourist,4.8951679,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
316,5,Centrum-West,"Don't be shy. Score a job like ""Sales Stylist M/V Bijenkorf Amsterdam"" at Levi Strauss &amp; Co. by asking for referral… https://t.co/OQK0V2jaPG",2019-06-24,non-tourist,4.8951679,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
317,5,Centrum-West,"American Airlines is hiring in #Amsterdam, NH! Read about our latest #Accounting job opening via the link in our bi… https://t.co/KDaApHxHqk",2019-06-24,non-tourist,4.8951679,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
318,5,Centrum-West,This #BusinessMgmt job might be a great fit for you. Click the link in our bio to see it and more. EMEA Product Mar… https://t.co/PM0j5vqp8T,2019-06-24,non-tourist,4.8951679,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
319,5,Centrum-West,Iprospect offers incredible opportunities for motivated people looking to launch or grow their careers and produce… https://t.co/wCdoJJEmG2,2019-06-24,non-tourist,4.8951679,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
320,5,Centrum-West,Interested in a job in #Amsterdam? This could be a great fit. Click the link in our bio to apply: Sales Stylist/Tai… https://t.co/HmHvwtl4pg,2019-06-25,non-tourist,4.8951679,52.3702157,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
321,5,Centrum-West,Early morning walk from hotel to event at google in #amsterdam  #morningwalk @ The Conscious Club https://t.co/8NO3m9EDVs,2019-06-18,tourist,4.87815,52.3709387,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
322,7,Centrum-Oost,"If jobs with titles like ""Quality Assurance Supervisor (Part-time 80%)"" sound appealing to you, follow us to hear a… https://t.co/pF43OnHKsU",2019-06-23,non-tourist,4.909942,52.37129,amsterdam,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>"
323,7,Centrum-Oost,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Prins Hendrikkade Amsterdam
 https://t.co/w5z3n8G7Ci",2019-06-19,non-tourist,4.91213,52.371345,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
324,7,Centrum-Oost,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Prins Hendrikkade Amsterdam
 https://t.co/oF26AoVdEX",2019-06-19,non-tourist,4.91213,52.371345,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
325,7,Centrum-Oost,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Prins Hendrikkade Amsterdam
 https://t.co/3grbl34ki6",2019-06-24,non-tourist,4.91213,52.371345,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
326,7,Centrum-Oost,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Czaar Peterstraat Amsterdam
 https://t.co/XowMAxlWo0",2019-06-24,non-tourist,4.931735,52.37146,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
330,5,Centrum-West,And relax #amsterdam #beer #heineken @ Rick's Café Amsterdam https://t.co/Rq1sZnKje3,2019-06-23,tourist,4.89554491,52.37165174,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
331,5,Centrum-West,Let the party commence!! #amsterdam #lego #supperclubamsterdam #boysontour #weekendvibes @ Supperclub Amsterdam https://t.co/ZKQuSsGyqg,2019-06-21,tourist,4.89121027,52.37196458,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
332,7,Centrum-Oost,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Nieuwmarkt Amsterdam
 https://t.co/t2ex3u4PNY",2019-06-21,non-tourist,4.900215,52.372095,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
333,7,Centrum-Oost,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Nieuwmarkt Amsterdam
 https://t.co/7QvRVVS3dP",2019-06-23,non-tourist,4.900215,52.372095,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
334,5,Centrum-West,C U there for some DEEP sounds <U+0001F60E> #savethedate #music #party #partylife #amsterdam #clublife #deephouse #techhouse… https://t.co/dQFBwsuJe5,2019-06-16,non-tourist,4.8909502,52.3721183,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
